1.899094235104451656e+01,3.812719897783198064e+01,1.826763875873510656e+01
3.052226025820372968e+01,3.856038057872128633e+01,-1.029812535969854670e+00
1.728804505036692518e+01,1.133659134404354951e+01,-5.026225983391027441e+00
1.410182620235229933e+01,-5.947518983665304404e+00,2.160572659095696224e+01
1.780538781386430003e+01,6.796156583477622526e+00,2.940749112399253296e+00
3.268454093456419685e+01,3.066865680538291272e+01,-3.052712471380348180e+00
3.496322017516182967e+01,1.798883266085847055e+01,4.608410083350698017e-01
5.050860663528860073e+01,2.259768967583863741e+01,5.747327593557525205e+00
2.757182504735333950e+01,3.756374643063484342e+01,1.245095590508688677e+00
1.444647656001256486e+01,2.056086029555869388e+01,-3.528923585885918035e-01
3.895183552237607927e+01,3.653150317757461352e+01,5.922370602383876248e-01
1.385422830102762859e+01,2.813352407600599392e+01,6.029892135366433648e-01
nan,nan,nan
-7.522022758257271846e+00,4.587171349711695711e+01,2.289531812807426547e+01
3.783923659273917650e+01,1.250493401471222832e+01,5.008846417609921220e-01
2.414350942025262370e+01,2.829408106260820688e+01,1.457806764096168106e-01
2.391624317544957989e+01,5.192544648959838582e+00,-1.426805998915822160e-01
nan,nan,nan
3.032013033674479274e+01,2.778825836496492485e+01,1.017525220011350623e-01
1.043058522145731004e+01,3.538428263192089673e+01,4.405323785213790089e+00
2.305357681027158989e+01,3.305146976274143356e+01,7.673737402094304549e+00
2.827706661117272802e+01,4.782751251299806228e+01,-1.053830146880753382e+00
4.494450359667076356e+01,2.281608169229847860e+01,-6.428274886726693005e+00
3.830556402219719558e+01,3.365686820679516700e+01,1.281399230757825691e+01
2.611492996887900020e+01,4.108124899560399967e+01,-1.629103563628169493e-01
3.134509947493179993e+01,2.814760334899074223e+01,7.421921736657924318e-02
3.066824099784658131e+01,2.252893252510982336e+01,-3.490194827723694382e-02
3.664771688643403991e+01,4.433454118009465361e+01,4.443091464760605902e+00
2.022506509923695006e+01,3.524277314965808472e+01,4.037781360320713553e-01
nan,nan,nan
2.445990380885367088e+01,3.998209790267837604e+01,-3.799277474730558546e-01
4.519120274449586816e+01,1.010226781560497145e+01,3.061495040509932153e+01
6.003931039939166681e+01,2.757453816681678660e-01,2.725912292936918746e+01
